id,location_area_id,encounter_method_id,version_id,rate
1,1,2,12,25
2,1,2,13,25
3,1,2,14,25
4,1,3,12,50
5,1,3,13,50
6,1,3,14,50
7,1,4,12,75
8,1,4,13,75
9,1,4,14,75
10,1,5,12,10
11,1,5,13,10
12,1,5,14,10
13,2,2,12,25
14,2,2,13,25
15,2,2,14,25
16,2,3,12,50
17,2,3,13,50
18,2,3,14,50
19,2,4,12,75
20,2,4,13,75
21,2,4,14,75
22,2,5,12,10
23,2,5,13,10
24,2,5,14,10
25,3,2,12,25
26,3,2,13,25
27,3,2,14,25
28,3,3,12,50
29,3,3,13,50
30,3,3,14,50
31,3,4,12,75
32,3,4,13,75
33,3,4,14,75
34,3,5,12,10
35,3,5,13,10
36,3,5,14,10
37,4,2,12,25
38,4,2,13,25
39,4,2,14,25
40,4,3,12,50
41,4,3,13,50
42,4,3,14,50
43,4,4,12,75
44,4,4,13,75
45,4,4,14,75
46,4,5,12,10
47,4,5,13,10
48,4,5,14,10
49,5,2,12,25
50,5,2,13,25
51,5,2,14,25
52,5,3,12,50
53,5,3,13,50
54,5,3,14,50
55,5,4,12,75
56,5,4,13,75
57,5,4,14,75
58,5,5,12,10
59,5,5,13,10
60,5,5,14,10
61,6,1,12,10
62,6,1,13,10
63,6,1,14,10
64,7,1,12,10
65,7,1,13,10
66,7,1,14,10
67,8,1,12,30
68,8,1,13,30
69,8,1,14,30
70,8,2,12,25
71,8,2,13,25
72,8,2,14,25
73,8,3,12,50
74,8,3,13,50
75,8,3,14,50
76,8,4,12,75
77,8,4,13,75
78,8,4,14,75
79,8,5,12,10
80,8,5,13,10
81,8,5,14,10
82,9,1,12,30
83,9,1,13,30
84,9,1,14,30
85,10,1,12,30
86,10,1,13,30
87,10,1,14,30
88,10,2,12,25
89,10,2,13,25
90,10,2,14,25
91,10,3,12,50
92,10,3,13,50
93,10,3,14,50
94,10,4,12,75
95,10,4,13,75
96,10,4,14,75
97,10,5,12,10
98,10,5,13,10
99,10,5,14,10
100,11,1,12,10
101,11,1,13,10
102,11,1,14,10
103,11,2,12,25
104,11,2,13,25
105,11,2,14,25
106,11,3,12,50
107,11,3,13,50
108,11,3,14,50
109,11,4,12,75
110,11,4,13,75
111,11,4,14,75
112,11,5,12,10
113,11,5,13,10
114,11,5,14,10
115,12,1,12,10
116,12,1,13,10
117,12,1,14,10
118,13,1,12,10
119,13,1,13,10
120,13,1,14,10
121,14,1,12,30
122,14,1,13,30
123,14,1,14,30
124,15,1,12,30
125,15,1,13,30
126,15,1,14,30
127,16,1,12,10
128,16,1,13,10
129,16,1,14,10
130,16,2,12,25
131,16,2,13,25
132,16,2,14,25
133,16,3,12,50
134,16,3,13,50
135,16,3,14,50
136,16,4,12,75
137,16,4,13,75
138,16,4,14,75
139,16,5,12,10
140,16,5,13,10
141,16,5,14,10
142,17,1,12,15
143,17,1,13,15
144,17,1,14,15
145,18,1,12,15
146,18,1,13,15
147,18,1,14,15
148,19,1,12,15
149,19,1,13,15
150,19,1,14,15
151,20,1,12,10
152,20,1,13,10
153,20,1,14,10
154,21,1,12,10
155,21,1,13,10
156,21,1,14,10
157,22,1,12,10
158,22,1,13,10
159,22,1,14,10
160,23,1,12,10
161,23,1,13,10
162,23,1,14,10
163,23,2,12,25
164,23,2,13,25
165,23,2,14,25
166,23,3,12,50
167,23,3,13,50
168,23,3,14,50
169,23,4,12,75
170,23,4,13,75
171,23,4,14,75
172,23,5,12,10
173,23,5,13,10
174,23,5,14,10
175,24,1,12,35
176,24,1,13,35
177,24,1,14,35
178,24,2,12,25
179,24,2,13,25
180,24,2,14,25
181,24,3,12,50
182,24,3,13,50
183,24,3,14,50
184,24,4,12,75
185,24,4,13,75
186,24,4,14,75
187,24,5,12,15
188,24,5,13,15
189,24,5,14,15
190,25,1,12,35
191,25,1,13,35
192,25,1,14,35
193,25,2,12,25
194,25,2,13,25
195,25,2,14,25
196,25,3,12,50
197,25,3,13,50
198,25,3,14,50
199,25,4,12,75
200,25,4,13,75
201,25,4,14,75
202,25,5,12,15
203,25,5,13,15
204,25,5,14,15
205,26,1,12,35
206,26,1,13,35
207,26,1,14,35
208,26,2,12,25
209,26,2,13,25
210,26,2,14,25
211,26,3,12,50
212,26,3,13,50
213,26,3,14,50
214,26,4,12,75
215,26,4,13,75
216,26,4,14,75
217,26,5,12,15
218,26,5,13,15
219,26,5,14,15
220,27,1,12,35
221,27,1,13,35
222,27,1,14,35
223,27,2,12,25
224,27,2,13,25
225,27,2,14,25
226,27,3,12,50
227,27,3,13,50
228,27,3,14,50
229,27,4,12,75
230,27,4,13,75
231,27,4,14,75
232,27,5,12,15
233,27,5,13,15
234,27,5,14,15
235,28,1,12,35
236,28,1,13,35
237,28,1,14,35
238,29,1,12,35
239,29,1,13,35
240,29,1,14,35
241,29,2,12,25
242,29,2,13,25
243,29,2,14,25
244,29,3,12,50
245,29,3,13,50
246,29,3,14,50
247,29,4,12,75
248,29,4,13,75
249,29,4,14,75
250,29,5,12,15
251,29,5,13,15
252,29,5,14,15
253,30,1,12,10
254,30,1,13,10
255,30,1,14,10
256,31,1,12,10
257,31,1,13,10
258,31,1,14,10
259,32,1,12,10
260,32,1,13,10
261,32,1,14,10
262,33,1,12,10
263,33,1,13,10
264,33,1,14,10
265,34,1,12,10
266,34,1,13,10
267,34,1,14,10
268,35,1,12,10
269,35,1,13,10
270,35,1,14,10
271,36,1,12,15
272,36,1,13,15
273,36,1,14,15
274,37,1,12,15
275,37,1,13,15
276,37,1,14,15
277,38,1,12,20
278,38,1,13,20
279,38,1,14,20
280,39,1,12,20
281,39,1,13,20
282,39,1,14,20
283,40,1,12,20
284,40,1,13,20
285,40,1,14,20
286,41,1,12,10
287,41,1,13,10
288,41,1,14,10
289,42,1,12,10
290,42,1,13,10
291,42,1,14,10
292,43,1,12,10
293,43,1,13,10
294,43,1,14,10
295,44,1,12,10
296,44,1,13,10
297,44,1,14,10
298,45,1,12,25
299,45,1,13,25
300,45,1,14,25
301,46,1,12,25
302,46,1,13,25
303,46,1,14,25
304,47,1,12,30
305,47,1,13,30
306,47,1,14,30
307,48,1,12,15
308,48,1,13,15
309,48,1,14,15
310,49,1,12,15
311,49,1,13,15
312,49,1,14,15
313,50,1,12,15
314,50,1,13,15
315,50,1,14,15
316,50,2,12,25
317,50,2,13,25
318,50,2,14,25
319,50,3,12,50
320,50,3,13,50
321,50,3,14,50
322,50,4,12,75
323,50,4,13,75
324,50,4,14,75
325,50,5,12,15
326,50,5,13,15
327,50,5,14,15
328,51,1,12,15
329,51,1,13,15
330,51,1,14,15
331,51,2,12,25
332,51,2,13,25
333,51,2,14,25
334,51,3,12,50
335,51,3,13,50
336,51,3,14,50
337,51,4,12,75
338,51,4,13,75
339,51,4,14,75
340,51,5,12,15
341,51,5,13,15
342,51,5,14,15
343,52,1,12,15
344,52,1,13,15
345,52,1,14,15
346,53,1,12,15
347,53,1,13,15
348,53,1,14,15
349,54,1,12,10
350,54,1,13,10
351,54,1,14,10
352,54,2,12,25
353,54,2,13,25
354,54,2,14,25
355,54,3,12,50
356,54,3,13,50
357,54,3,14,50
358,54,4,12,75
359,54,4,13,75
360,54,4,14,75
361,54,5,12,10
362,54,5,13,10
363,54,5,14,10
364,55,1,12,10
365,55,1,13,10
366,55,1,14,10
367,56,1,12,10
368,56,1,13,10
369,56,1,14,10
370,56,2,12,25
371,56,2,13,25
372,56,2,14,25
373,56,3,12,50
374,56,3,13,50
375,56,3,14,50
376,56,4,12,75
377,56,4,13,75
378,56,4,14,75
379,56,5,12,10
380,56,5,13,10
381,56,5,14,10
382,57,1,12,30
383,57,1,13,30
384,57,1,14,30
385,58,1,12,10
386,58,1,13,10
387,58,1,14,10
388,59,1,12,10
389,59,1,13,10
390,59,1,14,10
391,60,1,12,30
392,60,1,13,30
393,60,1,14,30
394,60,2,12,25
395,60,2,13,25
396,60,2,14,25
397,60,3,12,50
398,60,3,13,50
399,60,3,14,50
400,60,4,12,75
401,60,4,13,75
402,60,4,14,75
403,60,5,12,10
404,60,5,13,10
405,60,5,14,10
406,61,1,12,10
407,61,1,13,10
408,61,1,14,10
409,62,1,12,10
410,62,1,13,10
411,62,1,14,10
412,63,1,12,10
413,63,1,13,10
414,63,1,14,10
415,64,1,12,15
416,64,1,13,15
417,64,1,14,15
418,70,1,12,15
419,70,1,13,15
420,70,1,14,15
421,76,1,12,15
422,76,1,13,15
423,76,1,14,15
424,82,1,12,15
425,82,1,13,15
426,82,1,14,15
427,107,1,12,15
428,107,1,13,15
429,107,1,14,15
430,108,1,12,10
431,108,1,13,10
432,108,1,14,10
433,109,1,12,10
434,109,1,13,10
435,109,1,14,10
436,110,1,12,10
437,110,1,13,10
438,110,1,14,10
439,111,1,12,10
440,111,1,13,10
441,111,1,14,10
442,112,1,12,10
443,112,1,13,10
444,112,1,14,10
445,113,1,12,10
446,113,1,13,10
447,113,1,14,10
448,114,1,12,10
449,114,1,13,10
450,114,1,14,10
451,115,1,12,10
452,115,1,13,10
453,115,1,14,10
454,116,1,12,10
455,116,1,13,10
456,116,1,14,10
457,117,1,12,10
458,117,1,13,10
459,117,1,14,10
460,118,1,12,30
461,118,1,13,30
462,118,1,14,30
463,119,2,12,25
464,119,2,13,25
465,119,2,14,25
466,119,3,12,50
467,119,3,13,50
468,119,3,14,50
469,119,4,12,75
470,119,4,13,75
471,119,4,14,75
472,119,5,12,10
473,119,5,13,10
474,119,5,14,10
475,120,1,12,10
476,120,1,13,10
477,120,1,14,10
478,121,1,12,10
479,121,1,13,10
480,121,1,14,10
481,122,1,12,10
482,122,1,13,10
483,122,1,14,10
484,123,1,12,10
485,123,1,13,10
486,123,1,14,10
487,124,1,12,10
488,124,1,13,10
489,124,1,14,10
490,125,1,12,10
491,125,1,13,10
492,125,1,14,10
493,126,1,12,10
494,126,1,13,10
495,126,1,14,10
496,127,1,12,10
497,127,1,13,10
498,127,1,14,10
499,128,1,12,10
500,128,1,13,10
501,128,1,14,10
502,129,1,12,10
503,129,1,13,10
504,129,1,14,10
505,130,1,12,10
506,130,1,13,10
507,130,1,14,10
508,131,1,12,10
509,131,1,13,10
510,131,1,14,10
511,132,1,12,10
512,132,1,13,10
513,132,1,14,10
514,133,1,12,15
515,133,1,13,15
516,133,1,14,15
517,134,1,12,10
518,134,1,13,10
519,134,1,14,10
520,135,1,12,30
521,135,1,13,30
522,135,1,14,30
523,135,2,12,25
524,135,2,13,25
525,135,2,14,25
526,135,3,12,50
527,135,3,13,50
528,135,3,14,50
529,135,4,12,75
530,135,4,13,75
531,135,4,14,75
532,135,5,12,10
533,135,5,13,10
534,135,5,14,10
535,136,1,12,30
536,136,1,13,30
537,136,1,14,30
538,136,2,12,25
539,136,2,13,25
540,136,2,14,25
541,136,3,12,50
542,136,3,13,50
543,136,3,14,50
544,136,4,12,75
545,136,4,13,75
546,136,4,14,75
547,136,5,12,10
548,136,5,13,10
549,136,5,14,10
550,137,1,12,30
551,137,1,13,30
552,137,1,14,30
553,137,2,12,25
554,137,2,13,25
555,137,2,14,25
556,137,3,12,50
557,137,3,13,50
558,137,3,14,50
559,137,4,12,75
560,137,4,13,75
561,137,4,14,75
562,137,5,12,10
563,137,5,13,10
564,137,5,14,10
565,138,1,12,30
566,138,1,13,30
567,138,1,14,30
568,138,2,12,25
569,138,2,13,25
570,138,2,14,25
571,138,3,12,50
572,138,3,13,50
573,138,3,14,50
574,138,4,12,75
575,138,4,13,75
576,138,4,14,75
577,138,5,12,10
578,138,5,13,10
579,138,5,14,10
580,139,1,12,30
581,139,1,13,30
582,139,1,14,30
583,140,1,12,30
584,140,1,13,30
585,140,1,14,30
586,141,1,12,30
587,141,1,13,30
588,141,1,14,30
589,142,1,12,30
590,142,1,13,30
591,142,1,14,30
592,143,1,12,30
593,143,1,13,30
594,143,1,14,30
595,143,2,12,25
596,143,2,13,25
597,143,2,14,25
598,143,3,12,50
599,143,3,13,50
600,143,3,14,50
601,143,4,12,75
602,143,4,13,75
603,143,4,14,75
604,143,5,12,10
605,143,5,13,10
606,143,5,14,10
607,144,1,12,30
608,144,1,13,30
609,144,1,14,30
610,144,2,12,25
611,144,2,13,25
612,144,2,14,25
613,144,3,12,50
614,144,3,13,50
615,144,3,14,50
616,144,4,12,75
617,144,4,13,75
618,144,4,14,75
619,144,5,12,10
620,144,5,13,10
621,144,5,14,10
622,145,1,12,30
623,145,1,13,30
624,145,1,14,30
625,145,2,12,25
626,145,2,13,25
627,145,2,14,25
628,145,3,12,50
629,145,3,13,50
630,145,3,14,50
631,145,4,12,75
632,145,4,13,75
633,145,4,14,75
634,145,5,12,10
635,145,5,13,10
636,145,5,14,10
637,146,1,12,30
638,146,1,13,30
639,146,1,14,30
640,146,2,12,25
641,146,2,13,25
642,146,2,14,25
643,146,3,12,50
644,146,3,13,50
645,146,3,14,50
646,146,4,12,75
647,146,4,13,75
648,146,4,14,75
649,146,5,12,10
650,146,5,13,10
651,146,5,14,10
652,147,1,12,30
653,147,1,13,30
654,147,1,14,30
655,147,2,12,25
656,147,2,13,25
657,147,2,14,25
658,147,3,12,50
659,147,3,13,50
660,147,3,14,50
661,147,4,12,75
662,147,4,13,75
663,147,4,14,75
664,147,5,12,10
665,147,5,13,10
666,147,5,14,10
667,148,1,12,30
668,148,1,13,30
669,148,1,14,30
670,149,1,12,30
671,149,1,13,30
672,149,1,14,30
673,150,1,12,30
674,150,1,13,30
675,150,1,14,30
676,150,2,12,25
677,150,2,13,25
678,150,2,14,25
679,150,3,12,50
680,150,3,13,50
681,150,3,14,50
682,150,4,12,75
683,150,4,13,75
684,150,4,14,75
685,150,5,12,10
686,150,5,13,10
687,150,5,14,10
688,151,1,12,30
689,151,1,13,30
690,151,1,14,30
691,151,2,12,25
692,151,2,13,25
693,151,2,14,25
694,151,3,12,50
695,151,3,13,50
696,151,3,14,50
697,151,4,12,75
698,151,4,13,75
699,151,4,14,75
700,151,5,12,10
701,151,5,13,10
702,151,5,14,10
703,152,1,12,10
704,152,1,13,10
705,152,1,14,10
706,153,1,12,10
707,153,1,13,10
708,153,1,14,10
709,154,1,12,10
710,154,1,13,10
711,154,1,14,10
712,155,1,12,10
713,155,1,13,10
714,155,1,14,10
715,156,1,12,10
716,156,1,13,10
717,156,1,14,10
718,157,1,12,30
719,157,1,13,30
720,157,1,14,30
721,158,1,12,30
722,158,1,13,30
723,158,1,14,30
724,158,2,12,25
725,158,2,13,25
726,158,2,14,25
727,158,3,12,50
728,158,3,13,50
729,158,3,14,50
730,158,4,12,75
731,158,4,13,75
732,158,4,14,75
733,158,5,12,10
734,158,5,13,10
735,158,5,14,10
736,159,1,12,30
737,159,1,13,30
738,159,1,14,30
739,160,1,12,30
740,160,1,13,30
741,160,1,14,30
742,161,1,12,30
743,161,1,13,30
744,161,1,14,30
745,161,2,12,25
746,161,2,13,25
747,161,2,14,25
748,161,3,12,50
749,161,3,13,50
750,161,3,14,50
751,161,4,12,75
752,161,4,13,75
753,161,4,14,75
754,161,5,12,10
755,161,5,13,10
756,161,5,14,10
757,162,1,12,30
758,162,1,13,30
759,162,1,14,30
760,162,2,12,25
761,162,2,13,25
762,162,2,14,25
763,162,3,12,50
764,162,3,13,50
765,162,3,14,50
766,162,4,12,75
767,162,4,13,75
768,162,4,14,75
769,162,5,12,10
770,162,5,13,10
771,162,5,14,10
772,163,1,12,30
773,163,1,13,30
774,163,1,14,30
775,163,2,12,25
776,163,2,13,25
777,163,2,14,25
778,163,3,12,50
779,163,3,13,50
780,163,3,14,50
781,163,4,12,75
782,163,4,13,75
783,163,4,14,75
784,163,5,12,10
785,163,5,13,10
786,163,5,14,10
787,164,1,12,30
788,164,1,13,30
789,164,1,14,30
790,164,2,12,25
791,164,2,13,25
792,164,2,14,25
793,164,3,12,50
794,164,3,13,50
795,164,3,14,50
796,164,4,12,75
797,164,4,13,75
798,164,4,14,75
799,164,5,12,10
800,164,5,13,10
801,164,5,14,10
802,165,1,12,30
803,165,1,13,30
804,165,1,14,30
805,166,1,12,30
806,166,1,13,30
807,166,1,14,30
808,167,1,12,30
809,167,1,13,30
810,167,1,14,30
811,168,1,12,30
812,168,1,13,30
813,168,1,14,30
814,168,2,12,25
815,168,2,13,25
816,168,2,14,25
817,168,3,12,50
818,168,3,13,50
819,168,3,14,50
820,168,4,12,75
821,168,4,13,75
822,168,4,14,75
823,168,5,12,10
824,168,5,13,10
825,168,5,14,10
826,169,2,12,25
827,169,2,13,25
828,169,2,14,25
829,169,3,12,50
830,169,3,13,50
831,169,3,14,50
832,169,4,12,75
833,169,4,13,75
834,169,4,14,75
835,169,5,12,20
836,169,5,13,20
837,169,5,14,20
838,170,1,12,30
839,170,1,13,30
840,170,1,14,30
841,170,2,12,25
842,170,2,13,25
843,170,2,14,25
844,170,3,12,50
845,170,3,13,50
846,170,3,14,50
847,170,4,12,75
848,170,4,13,75
849,170,4,14,75
850,170,5,12,10
851,170,5,13,10
852,170,5,14,10
853,171,1,12,30
854,171,1,13,30
855,171,1,14,30
856,171,2,12,45
857,171,2,13,45
858,171,2,14,45
859,171,3,12,70
860,171,3,13,70
861,171,3,14,70
862,171,4,12,95
863,171,4,13,95
864,171,4,14,95
865,171,5,12,10
866,171,5,13,10
867,171,5,14,10
868,172,1,12,30
869,172,1,13,30
870,172,1,14,30
871,172,2,12,25
872,172,2,13,25
873,172,2,14,25
874,172,3,12,50
875,172,3,13,50
876,172,3,14,50
877,172,4,12,75
878,172,4,13,75
879,172,4,14,75
880,172,5,12,10
881,172,5,13,10
882,172,5,14,10
883,173,1,12,30
884,173,1,13,30
885,173,1,14,30
886,173,2,12,25
887,173,2,13,25
888,173,2,14,25
889,173,3,12,50
890,173,3,13,50
891,173,3,14,50
892,173,4,12,75
893,173,4,13,75
894,173,4,14,75
895,173,5,12,10
896,173,5,13,10
897,173,5,14,10
898,174,1,12,30
899,174,1,13,30
900,174,1,14,30
901,174,2,12,25
902,174,2,13,25
903,174,2,14,25
904,174,3,12,50
905,174,3,13,50
906,174,3,14,50
907,174,4,12,75
908,174,4,13,75
909,174,4,14,75
910,174,5,12,10
911,174,5,13,10
912,174,5,14,10
913,175,1,12,30
914,175,1,13,30
915,175,1,14,30
916,175,2,12,25
917,175,2,13,25
918,175,2,14,25
919,175,3,12,50
920,175,3,13,50
921,175,3,14,50
922,175,4,12,75
923,175,4,13,75
924,175,4,14,75
925,175,5,12,10
926,175,5,13,10
927,175,5,14,10
928,176,1,12,30
929,176,1,13,30
930,176,1,14,30
931,176,2,12,25
932,176,2,13,25
933,176,2,14,25
934,176,3,12,50
935,176,3,13,50
936,176,3,14,50
937,176,4,12,75
938,176,4,13,75
939,176,4,14,75
940,176,5,12,10
941,176,5,13,10
942,176,5,14,10
943,177,2,12,25
944,177,2,13,25
945,177,2,14,25
946,177,3,12,50
947,177,3,13,50
948,177,3,14,50
949,177,4,12,75
950,177,4,13,75
951,177,4,14,75
952,177,5,12,10
953,177,5,13,10
954,177,5,14,10
955,178,2,12,25
956,178,2,13,25
957,178,2,14,25
958,178,3,12,50
959,178,3,13,50
960,178,3,14,50
961,178,4,12,75
962,178,4,13,75
963,178,4,14,75
964,178,5,12,10
965,178,5,13,10
966,178,5,14,10
967,179,2,12,25
968,179,2,13,25
969,179,2,14,25
970,179,3,12,50
971,179,3,13,50
972,179,3,14,50
973,179,4,12,75
974,179,4,13,75
975,179,4,14,75
976,179,5,12,10
977,179,5,13,10
978,179,5,14,10
979,180,2,12,25
980,180,2,13,25
981,180,2,14,25
982,180,3,12,50
983,180,3,13,50
984,180,3,14,50
985,180,4,12,75
986,180,4,13,75
987,180,4,14,75
988,180,5,12,20
989,180,5,13,20
990,180,5,14,20
991,181,2,12,25
992,181,2,13,25
993,181,2,14,25
994,181,3,12,50
995,181,3,13,50
996,181,3,14,50
997,181,4,12,75
998,181,4,13,75
999,181,4,14,75
1000,181,5,12,20
1001,181,5,13,20
1002,181,5,14,20
1003,182,1,12,30
1004,182,1,13,30
1005,182,1,14,30
1006,182,2,12,25
1007,182,2,13,25
1008,182,2,14,25
1009,182,3,12,50
1010,182,3,13,50
1011,182,3,14,50
